,Adj cost,Adj cost per share,Closed Stock Gain / (Loss),Date Snapshot,Open date,Qty,Sector,Symbol,Type,Symbol Adj Close,Adj cost daily,Ticker End Date Close,Ticker Start Date Close,Ticker Daily Return,Ticker Return,Ticker Share Value,Open Stock Gain / (Loss)
0,708.326868099971,70.8326868099971,0,2020-04-29,2020-04-29 00:00:00,10,Technology,AAPL,Buy,70.8326868099971,708.326868099971,60.45719912856781,70.8326868099971,,0.0,708.326868099971,0.0
1,708.326868099971,70.8326868099971,0,2020-04-29,2020-04-29 00:00:00,10,Technology,AAPL,Buy,70.8326868099971,708.326868099971,60.45719912856781,70.8326868099971,0.0,0.0,708.326868099971,0.0
2,708.326868099971,70.8326868099971,0,2020-04-30,2020-04-29 00:00:00,10,Technology,AAPL,Buy,71.31245245827317,713.1245245827317,60.45719912856781,70.8326868099971,0.006773223915153892,0.006773223915153892,713.1245245827317,4.797656482760772
3,708.326868099971,70.8326868099971,0,2020-04-30,2020-04-29 00:00:00,10,Technology,AAPL,Buy,71.31245245827317,713.1245245827317,60.45719912856781,70.8326868099971,0.0,0.006773223915153892,713.1245245827317,4.797656482760772
4,708.326868099971,70.8326868099971,0,2020-05-01,2020-04-29 00:00:00,10,Technology,AAPL,Buy,71.90839181046958,719.0839181046958,60.45719912856781,70.8326868099971,0.008356736189168545,0.015186562149731353,719.0839181046958,10.757050004724874
5,708.326868099971,70.8326868099971,0,2020-05-01,2020-04-29 00:00:00,10,Technology,AAPL,Buy,71.90839181046958,719.0839181046958,60.45719912856781,70.8326868099971,0.0,0.015186562149731353,719.0839181046958,10.757050004724874
6,1750.0,175.0,0,2020-05-01,2020-05-01 00:00:00,10,Technology,MSFT,Buy,174.2718541129608,1742.718541129608,75.10143124667265,172.36242487252522,,-0.004160833640224015,1742.718541129608,-7.2814588703920435
7,708.326868099971,70.8326868099971,0,2020-05-04,2020-04-29 00:00:00,10,Technology,AAPL,Buy,73.53379382693491,735.3379382693491,60.45719912856781,70.8326868099971,0.022603787618410864,0.03813362359362871,735.3379382693491,27.011070169378172
8,708.326868099971,70.8326868099971,0,2020-05-04,2020-04-29 00:00:00,10,Technology,AAPL,Buy,73.53379382693491,735.3379382693491,60.45719912856781,70.8326868099971,0.0,0.03813362359362871,735.3379382693491,27.011070169378172
9,1750.0,175.0,0,2020-05-04,2020-05-01 00:00:00,10,Technology,MSFT,Buy,177.88516044801483,1778.8516044801484,75.10143124667265,172.36242487252522,0.020733734391280123,0.016486631131513274,1778.8516044801484,28.851604480148353
10,708.326868099971,70.8326868099971,0,2020-05-05,2020-04-29 00:00:00,10,Technology,AAPL,Buy,71.14334421350765,711.4334421350765,60.45719912856781,70.8326868099971,-0.03250817738376588,0.004385791609795353,711.4334421350765,3.1065740351054956
11,708.326868099971,70.8326868099971,0,2020-05-05,2020-04-29 00:00:00,10,Technology,AAPL,Buy,71.14334421350765,711.4334421350765,60.45719912856781,70.8326868099971,0.0,0.004385791609795353,711.4334421350765,3.1065740351054956
12,1750.0,175.0,0,2020-05-05,2020-05-01 00:00:00,10,Technology,MSFT,Buy,182.9925898385371,1829.925898385371,75.10143124667265,172.36242487252522,0.028711947515233316,0.04567194193449775,1829.925898385371,79.92589838537106
13,708.326868099971,70.8326868099971,0,2020-05-06,2020-04-29 00:00:00,10,Technology,AAPL,Buy,68.30185207103474,683.0185207103475,60.45719912856781,70.8326868099971,-0.03994037915824322,-0.035729757728252154,683.0185207103475,-25.308347389623464
14,708.326868099971,70.8326868099971,0,2020-05-06,2020-04-29 00:00:00,10,Technology,AAPL,Buy,68.30185207103474,683.0185207103475,60.45719912856781,70.8326868099971,0.0,-0.035729757728252154,683.0185207103475,-25.308347389623464
15,1750.0,175.0,0,2020-05-06,2020-05-01 00:00:00,10,Technology,MSFT,Buy,183.09871620441024,1830.9871620441024,75.10143124667265,172.36242487252522,0.0005799489802662539,0.046278378310915746,1830.9871620441024,80.98716204410243
16,708.326868099971,70.8326868099971,0,2020-05-07,2020-04-29 00:00:00,10,Technology,AAPL,Buy,66.45324510423254,664.5324510423254,60.45719912856781,70.8326868099971,-0.02706525388037262,-0.06182797664462536,664.5324510423254,-43.794417057645546
17,708.326868099971,70.8326868099971,0,2020-05-07,2020-04-29 00:00:00,10,Technology,AAPL,Buy,66.45324510423254,664.5324510423254,60.45719912856781,70.8326868099971,0.0,-0.06182797664462536,664.5324510423254,-43.794417057645546
18,1750.0,175.0,0,2020-05-07,2020-05-01 00:00:00,10,Technology,MSFT,Buy,187.9520110442732,1879.520110442732,75.10143124667265,172.36242487252522,0.026506438387283726,0.07401149168156107,1879.520110442732,129.52011044273195
19,708.326868099971,70.8326868099971,0,2020-05-08,2020-04-29 00:00:00,10,Technology,AAPL,Buy,65.23824817224883,652.3824817224884,60.45719912856781,70.8326868099971,-0.01828348532984314,-0.07898103107051258,652.3824817224884,-55.9443863774826
20,708.326868099971,70.8326868099971,0,2020-05-08,2020-04-29 00:00:00,10,Technology,AAPL,Buy,65.23824817224883,652.3824817224884,60.45719912856781,70.8326868099971,0.0,-0.07898103107051258,652.3824817224884,-55.9443863774826
21,1750.0,175.0,0,2020-05-08,2020-05-01 00:00:00,10,Technology,MSFT,Buy,186.47949793415225,1864.7949793415225,75.10143124667265,172.36242487252522,-0.007834516385004764,0.06559713105229847,1864.7949793415225,114.79497934152255
22,708.326868099971,70.8326868099971,0,2020-05-11,2020-04-29 00:00:00,10,Technology,AAPL,Buy,65.68691977897545,656.8691977897545,60.45719912856781,70.8326868099971,0.006877431863927308,-0.07264678586631546,656.8691977897545,-51.457670310216486
23,708.326868099971,70.8326868099971,0,2020-05-11,2020-04-29 00:00:00,10,Technology,AAPL,Buy,65.68691977897545,656.8691977897545,60.45719912856781,70.8326868099971,0.0,-0.07264678586631546,656.8691977897545,-51.457670310216486
24,1750.0,175.0,0,2020-05-11,2020-05-01 00:00:00,10,Technology,MSFT,Buy,191.88243792533072,1918.8243792533071,75.10143124667265,172.36242487252522,0.028973372681892817,0.09647107385903264,1918.8243792533071,168.82437925330714
25,708.326868099971,70.8326868099971,0,2020-05-12,2020-04-29 00:00:00,10,Technology,AAPL,Buy,67.27884896360112,672.7884896360113,60.45719912856781,70.8326868099971,0.024235101752102528,-0.05017228636164628,672.7884896360113,-35.5383784639597
26,708.326868099971,70.8326868099971,0,2020-05-12,2020-04-29 00:00:00,10,Technology,AAPL,Buy,67.27884896360112,672.7884896360113,60.45719912856781,70.8326868099971,0.0,-0.05017228636164628,672.7884896360113,-35.5383784639597
27,1750.0,175.0,0,2020-05-12,2020-05-01 00:00:00,10,Technology,MSFT,Buy,203.08238603289652,2030.823860328965,75.10143124667265,172.36242487252522,0.058368802422263055,0.16047077733083737,2030.823860328965,280.8238603289651
28,708.326868099971,70.8326868099971,0,2020-05-13,2020-04-29 00:00:00,10,Technology,AAPL,Buy,67.27866533151911,672.7866533151911,60.45719912856781,70.8326868099971,-2.7294177121772734e-06,-0.05017487883823135,672.7866533151911,-35.54021478477989
29,708.326868099971,70.8326868099971,0,2020-05-13,2020-04-29 00:00:00,10,Technology,AAPL,Buy,67.27866533151911,672.7866533151911,60.45719912856781,70.8326868099971,0.0,-0.05017487883823135,672.7866533151911,-35.54021478477989
30,1750.0,175.0,0,2020-05-13,2020-05-01 00:00:00,10,Technology,MSFT,Buy,206.08091728848268,2060.8091728848267,75.10143124667265,172.36242487252522,0.014765097624470647,0.17760524164847236,2060.8091728848267,310.8091728848267
31,708.326868099971,70.8326868099971,0,2020-05-14,2020-04-29 00:00:00,10,Technology,AAPL,Buy,65.33177935095773,653.3177935095773,60.45719912856781,70.8326868099971,-0.02893764272772048,-0.07766057884822442,653.3177935095773,-55.00907459039365
32,708.326868099971,70.8326868099971,0,2020-05-14,2020-04-29 00:00:00,10,Technology,AAPL,Buy,65.33177935095773,653.3177935095773,60.45719912856781,70.8326868099971,0.0,-0.07766057884822442,653.3177935095773,-55.00907459039365
33,1750.0,175.0,0,2020-05-14,2020-05-01 00:00:00,10,Technology,MSFT,Buy,210.993360521733,2109.93360521733,75.10143124667265,172.36242487252522,0.02383744840563584,0.20567634583847427,2109.93360521733,359.93360521732984
34,354.1634340499855,70.8326868099971,30,2020-05-15,2020-04-29 00:00:00,5,Technology,AAPL,Buy,67.19342203168176,335.9671101584088,60.45719912856781,70.8326868099971,0.028495208598611876,-0.05137832464378156,335.9671101584088,-18.196323891576696
35,708.326868099971,70.8326868099971,0,2020-05-15,2020-04-29 00:00:00,10,Technology,AAPL,Buy,67.19342203168176,671.9342203168176,60.45719912856781,70.8326868099971,0.0,-0.05137832464378156,671.9342203168176,-36.39264778315339
36,1750.0,175.0,0,2020-05-15,2020-05-01 00:00:00,10,Technology,MSFT,Buy,213.16485739492478,2131.6485739492477,75.10143124667265,172.36242487252522,0.0102917782238372,0.2180848993995701,2131.6485739492477,381.64857394924775
37,354.1634340499855,70.8326868099971,30,2020-05-18,2020-04-29 00:00:00,5,Technology,AAPL,Buy,68.17995857496726,340.8997928748363,60.45719912856781,70.8326868099971,0.014682040495278548,-0.037450622791502575,340.8997928748363,-13.26364117514919
